Repository,Tag Name,Release Name,Published At (ISO),Published Date,Published Time,Author,Is Prerelease,Year,Month,Quarter,Month Name,Week Number,Day of Week (0=Sun),Day Name,Hour (0-23),Time Slot,Is Weekend,Season Quarter,Version Type,Release Type,Is Major Version,Is Patch Version,Is Hotfix,Days Since Epoch
daangn/stackflow,@stackflow/plugin-preload@1.4.0,@stackflow/plugin-preload@1.4.0,2024-08-02T01:22:05.000Z,2024-08-02,01:22:05,github-actions[bot],false,2024,8,3,August,31,5,Friday,10,work_morning,false,Q3_Summer,semantic,stable,false,false,false,19937
daangn/stackflow,@stackflow/plugin-basic-ui@1.9.0,@stackflow/plugin-basic-ui@1.9.0,2024-08-08T02:42:06.000Z,2024-08-08,02:42:06,github-actions[bot],false,2024,8,3,August,32,4,Thursday,11,work_morning,false,Q3_Summer,semantic,stable,false,false,false,19943
daangn/stackflow,@stackflow/react-ui-core@1.1.0,@stackflow/react-ui-core@1.1.0,2024-08-08T02:42:09.000Z,2024-08-08,02:42:09,github-actions[bot],false,2024,8,3,August,32,4,Thursday,11,work_morning,false,Q3_Summer,semantic,stable,false,false,false,19943
daangn/stackflow,@stackflow/react@1.2.2,@stackflow/react@1.2.2,2024-08-08T02:42:12.000Z,2024-08-08,02:42:12,github-actions[bot],false,2024,8,3,August,32,4,Thursday,11,work_morning,false,Q3_Summer,semantic,stable,false,true,false,19943
daangn/stackflow,@stackflow/core@1.0.14,@stackflow/core@1.0.14,2024-08-08T03:53:10.000Z,2024-08-08,03:53:10,github-actions[bot],false,2024,8,3,August,32,4,Thursday,12,lunch_time,false,Q3_Summer,semantic,stable,false,true,false,19943
daangn/stackflow,@stackflow/plugin-history-sync@1.6.1,@stackflow/plugin-history-sync@1.6.1,2024-08-08T03:53:13.000Z,2024-08-08,03:53:13,github-actions[bot],false,2024,8,3,August,32,4,Thursday,12,lunch_time,false,Q3_Summer,semantic,stable,false,true,false,19943
daangn/stackflow,@stackflow/core@1.1.0,@stackflow/core@1.1.0,2024-08-14T05:38:38.000Z,2024-08-14,05:38:38,github-actions[bot],false,2024,8,3,August,33,3,Wednesday,14,work_afternoon,false,Q3_Summer,semantic,stable,false,false,false,19949
daangn/stackflow,@stackflow/compat-await-push@1.1.12,@stackflow/compat-await-push@1.1.12,2024-08-14T05:38:40.000Z,2024-08-14,05:38:40,github-actions[bot],false,2024,8,3,August,33,3,Wednesday,14,work_afternoon,false,Q3_Summer,semantic,stable,false,true,false,19949
daangn/stackflow,@stackflow/link@1.4.4,@stackflow/link@1.4.4,2024-08-14T05:38:43.000Z,2024-08-14,05:38:43,github-actions[bot],false,2024,8,3,August,33,3,Wednesday,14,work_afternoon,false,Q3_Summer,semantic,stable,false,true,false,19949
daangn/stackflow,@stackflow/plugin-basic-ui@1.9.1,@stackflow/plugin-basic-ui@1.9.1,2024-08-14T05:38:46.000Z,2024-08-14,05:38:46,github-actions[bot],false,2024,8,3,August,33,3,Wednesday,14,work_afternoon,false,Q3_Summer,semantic,stable,false,true,false,19949
daangn/stackflow,@stackflow/plugin-devtools@0.1.11,@stackflow/plugin-devtools@0.1.11,2024-08-14T05:38:50.000Z,2024-08-14,05:38:50,github-actions[bot],false,2024,8,3,August,33,3,Wednesday,14,work_afternoon,false,Q3_Summer,semantic,stable,false,true,false,19949
daangn/stackflow,@stackflow/plugin-google-analytics-4@1.1.14,@stackflow/plugin-google-analytics-4@1.1.14,2024-08-14T05:38:52.000Z,2024-08-14,05:38:52,github-actions[bot],false,2024,8,3,August,33,3,Wednesday,14,work_afternoon,false,Q3_Summer,semantic,stable,false,true,false,19949
daangn/stackflow,@stackflow/plugin-map-initial-activity@1.0.10,@stackflow/plugin-map-initial-activity@1.0.10,2024-08-14T05:38:55.000Z,2024-08-14,05:38:55,github-actions[bot],false,2024,8,3,August,33,3,Wednesday,14,work_afternoon,false,Q3_Summer,semantic,stable,false,true,false,19949
daangn/stackflow,@stackflow/plugin-preload@1.4.1,@stackflow/plugin-preload@1.4.1,2024-08-14T05:38:59.000Z,2024-08-14,05:38:59,github-actions[bot],false,2024,8,3,August,33,3,Wednesday,14,work_afternoon,false,Q3_Summer,semantic,stable,false,true,false,19949
daangn/stackflow,@stackflow/plugin-history-sync@1.6.2,@stackflow/plugin-history-sync@1.6.2,2024-08-14T05:39:02.000Z,2024-08-14,05:39:02,github-actions[bot],false,2024,8,3,August,33,3,Wednesday,14,work_afternoon,false,Q3_Summer,semantic,stable,false,true,false,19949
daangn/stackflow,@stackflow/plugin-renderer-basic@1.1.12,@stackflow/plugin-renderer-basic@1.1.12,2024-08-14T05:39:05.000Z,2024-08-14,05:39:05,github-actions[bot],false,2024,8,3,August,33,3,Wednesday,14,work_afternoon,false,Q3_Summer,semantic,stable,false,true,false,19949
daangn/stackflow,@stackflow/plugin-renderer-web@1.1.12,@stackflow/plugin-renderer-web@1.1.12,2024-08-14T05:39:08.000Z,2024-08-14,05:39:08,github-actions[bot],false,2024,8,3,August,33,3,Wednesday,14,work_afternoon,false,Q3_Summer,semantic,stable,false,true,false,19949
daangn/stackflow,@stackflow/react-ui-core@1.1.1,@stackflow/react-ui-core@1.1.1,2024-08-14T05:39:11.000Z,2024-08-14,05:39:11,github-actions[bot],false,2024,8,3,August,33,3,Wednesday,14,work_afternoon,false,Q3_Summer,semantic,stable,false,true,false,19949
daangn/stackflow,@stackflow/plugin-stack-depth-change@1.1.5,@stackflow/plugin-stack-depth-change@1.1.5,2024-08-14T05:39:14.000Z,2024-08-14,05:39:14,github-actions[bot],false,2024,8,3,August,33,3,Wednesday,14,work_afternoon,false,Q3_Summer,semantic,stable,false,true,false,19949
daangn/stackflow,@stackflow/react@1.3.0,@stackflow/react@1.3.0,2024-08-14T05:39:17.000Z,2024-08-14,05:39:17,github-actions[bot],false,2024,8,3,August,33,3,Wednesday,14,work_afternoon,false,Q3_Summer,semantic,stable,false,false,false,19949
daangn/stackflow,@stackflow/react@1.3.1,@stackflow/react@1.3.1,2024-08-14T06:44:07.000Z,2024-08-14,06:44:07,github-actions[bot],false,2024,8,3,August,33,3,Wednesday,15,work_afternoon,false,Q3_Summer,semantic,stable,false,true,false,19949
daangn/stackflow,@stackflow/plugin-history-sync@1.6.3,@stackflow/plugin-history-sync@1.6.3,2024-08-21T06:44:29.000Z,2024-08-21,06:44:29,github-actions[bot],false,2024,8,3,August,34,3,Wednesday,15,work_afternoon,false,Q3_Summer,semantic,stable,false,true,false,19956
daangn/stackflow,@stackflow/compat-await-push@1.1.13,@stackflow/compat-await-push@1.1.13,2024-09-03T05:28:34.000Z,2024-09-03,05:28:34,github-actions[bot],false,2024,9,3,September,36,2,Tuesday,14,work_afternoon,false,Q3_Fall,semantic,stable,false,true,false,19969
daangn/stackflow,@stackflow/link@1.4.5,@stackflow/link@1.4.5,2024-09-03T05:28:36.000Z,2024-09-03,05:28:36,github-actions[bot],false,2024,9,3,September,36,2,Tuesday,14,work_afternoon,false,Q3_Fall,semantic,stable,false,true,false,19969
daangn/stackflow,@stackflow/plugin-basic-ui@1.9.2,@stackflow/plugin-basic-ui@1.9.2,2024-09-03T05:28:39.000Z,2024-09-03,05:28:39,github-actions[bot],false,2024,9,3,September,36,2,Tuesday,14,work_afternoon,false,Q3_Fall,semantic,stable,false,true,false,19969
daangn/stackflow,@stackflow/plugin-google-analytics-4@1.1.15,@stackflow/plugin-google-analytics-4@1.1.15,2024-09-03T05:28:42.000Z,2024-09-03,05:28:42,github-actions[bot],false,2024,9,3,September,36,2,Tuesday,14,work_afternoon,false,Q3_Fall,semantic,stable,false,true,false,19969
daangn/stackflow,@stackflow/plugin-map-initial-activity@1.0.11,@stackflow/plugin-map-initial-activity@1.0.11,2024-09-03T05:28:46.000Z,2024-09-03,05:28:46,github-actions[bot],false,2024,9,3,September,36,2,Tuesday,14,work_afternoon,false,Q3_Fall,semantic,stable,false,true,false,19969
daangn/stackflow,@stackflow/plugin-preload@1.4.2,@stackflow/plugin-preload@1.4.2,2024-09-03T05:28:48.000Z,2024-09-03,05:28:48,github-actions[bot],false,2024,9,3,September,36,2,Tuesday,14,work_afternoon,false,Q3_Fall,semantic,stable,false,true,false,19969
daangn/stackflow,@stackflow/plugin-renderer-basic@1.1.13,@stackflow/plugin-renderer-basic@1.1.13,2024-09-03T05:28:52.000Z,2024-09-03,05:28:52,github-actions[bot],false,2024,9,3,September,36,2,Tuesday,14,work_afternoon,false,Q3_Fall,semantic,stable,false,true,false,19969
daangn/stackflow,@stackflow/react-ui-core@1.1.2,@stackflow/react-ui-core@1.1.2,2024-09-03T05:28:55.000Z,2024-09-03,05:28:55,github-actions[bot],false,2024,9,3,September,36,2,Tuesday,14,work_afternoon,false,Q3_Fall,semantic,stable,false,true,false,19969
daangn/stackflow,@stackflow/plugin-renderer-web@1.1.13,@stackflow/plugin-renderer-web@1.1.13,2024-09-03T05:28:57.000Z,2024-09-03,05:28:57,github-actions[bot],false,2024,9,3,September,36,2,Tuesday,14,work_afternoon,false,Q3_Fall,semantic,stable,false,true,false,19969
daangn/stackflow,@stackflow/react@1.3.2,@stackflow/react@1.3.2,2024-09-03T05:29:01.000Z,2024-09-03,05:29:01,github-actions[bot],false,2024,9,3,September,36,2,Tuesday,14,work_afternoon,false,Q3_Fall,semantic,stable,false,true,false,19969
daangn/stackflow,@stackflow/plugin-basic-ui@1.10.0,@stackflow/plugin-basic-ui@1.10.0,2024-09-11T07:08:36.000Z,2024-09-11,07:08:36,github-actions[bot],false,2024,9,3,September,37,3,Wednesday,16,work_afternoon,false,Q3_Fall,semantic,stable,false,false,false,19977
daangn/stackflow,@stackflow/config@1.2.0,@stackflow/config@1.2.0,2024-09-26T06:24:48.000Z,2024-09-26,06:24:48,github-actions[bot],false,2024,9,3,September,39,4,Thursday,15,work_afternoon,false,Q3_Fall,semantic,stable,false,false,false,19992
daangn/stackflow,@stackflow/plugin-history-sync@1.7.0,@stackflow/plugin-history-sync@1.7.0,2024-09-26T06:24:51.000Z,2024-09-26,06:24:51,github-actions[bot],false,2024,9,3,September,39,4,Thursday,15,work_afternoon,false,Q3_Fall,semantic,stable,false,false,false,19992
daangn/stackflow,@stackflow/link@1.5.0,@stackflow/link@1.5.0,2024-09-26T06:24:54.000Z,2024-09-26,06:24:54,github-actions[bot],false,2024,9,3,September,39,4,Thursday,15,work_afternoon,false,Q3_Fall,semantic,stable,false,false,false,19992
daangn/stackflow,@stackflow/react@1.4.0,@stackflow/react@1.4.0,2024-09-26T06:24:57.000Z,2024-09-26,06:24:57,github-actions[bot],false,2024,9,3,September,39,4,Thursday,15,work_afternoon,false,Q3_Fall,semantic,stable,false,false,false,19992
daangn/stackflow,@stackflow/plugin-preload@1.4.3,@stackflow/plugin-preload@1.4.3,2024-09-26T06:25:00.000Z,2024-09-26,06:25:00,github-actions[bot],false,2024,9,3,September,39,4,Thursday,15,work_afternoon,false,Q3_Fall,semantic,stable,false,true,false,19992
daangn/stackflow,@stackflow/react@1.4.1,@stackflow/react@1.4.1,2024-10-23T05:42:16.000Z,2024-10-23,05:42:16,github-actions[bot],false,2024,10,4,October,43,3,Wednesday,14,work_afternoon,false,Q4_Fall,semantic,stable,false,true,false,20019
daangn/stackflow,@stackflow/link@1.6.0,@stackflow/link@1.6.0,2024-11-08T01:57:26.000Z,2024-11-08,01:57:26,github-actions[bot],false,2024,11,4,November,45,5,Friday,10,work_morning,false,Q4_Fall,semantic,stable,false,false,false,20035
daangn/stackflow,@stackflow/plugin-basic-ui@1.10.1,@stackflow/plugin-basic-ui@1.10.1,2024-11-19T10:39:01.000Z,2024-11-19,10:39:01,github-actions[bot],false,2024,11,4,November,47,2,Tuesday,19,evening,false,Q4_Fall,semantic,stable,false,true,false,20046
daangn/stackflow,@stackflow/plugin-basic-ui@1.11.0,@stackflow/plugin-basic-ui@1.11.0,2024-12-18T07:57:52.000Z,2024-12-18,07:57:52,github-actions[bot],false,2024,12,4,December,51,3,Wednesday,16,work_afternoon,false,Q4_Winter,semantic,stable,false,false,false,20075
daangn/stackflow,@stackflow/react-ui-core@1.2.0,@stackflow/react-ui-core@1.2.0,2024-12-18T07:57:55.000Z,2024-12-18,07:57:55,github-actions[bot],false,2024,12,4,December,51,3,Wednesday,16,work_afternoon,false,Q4_Winter,semantic,stable,false,false,false,20075
daangn/stackflow,@stackflow/react-ui-core@1.2.1,@stackflow/react-ui-core@1.2.1,2024-12-18T12:26:00.000Z,2024-12-18,12:26:00,github-actions[bot],false,2024,12,4,December,51,3,Wednesday,21,night,false,Q4_Winter,semantic,stable,false,true,false,20075
daangn/stackflow,@stackflow/plugin-basic-ui@1.11.1,@stackflow/plugin-basic-ui@1.11.1,2024-12-18T14:29:36.000Z,2024-12-18,14:29:36,github-actions[bot],false,2024,12,4,December,51,3,Wednesday,23,night,false,Q4_Winter,semantic,stable,false,true,false,20075
daangn/stackflow,@stackflow/config@1.2.1,@stackflow/config@1.2.1,2025-01-22T12:13:08.000Z,2025-01-22,12:13:08,github-actions[bot],false,2025,1,1,January,4,3,Wednesday,21,night,false,Q1_Winter,semantic,stable,false,true,false,20110
daangn/stackflow,@stackflow/core@1.1.1,@stackflow/core@1.1.1,2025-01-22T12:13:10.000Z,2025-01-22,12:13:10,github-actions[bot],false,2025,1,1,January,4,3,Wednesday,21,night,false,Q1_Winter,semantic,stable,false,true,false,20110
daangn/stackflow,@stackflow/link@1.6.1,@stackflow/link@1.6.1,2025-01-22T12:13:13.000Z,2025-01-22,12:13:13,github-actions[bot],false,2025,1,1,January,4,3,Wednesday,21,night,false,Q1_Winter,semantic,stable,false,true,false,20110
daangn/stackflow,@stackflow/react@1.4.2,@stackflow/react@1.4.2,2025-01-22T12:13:17.000Z,2025-01-22,12:13:17,github-actions[bot],false,2025,1,1,January,4,3,Wednesday,21,night,false,Q1_Winter,semantic,stable,false,true,false,20110
daangn/stackflow,@stackflow/plugin-history-sync@1.7.1,@stackflow/plugin-history-sync@1.7.1,2025-01-22T12:13:19.000Z,2025-01-22,12:13:19,github-actions[bot],false,2025,1,1,January,4,3,Wednesday,21,night,false,Q1_Winter,semantic,stable,false,true,false,20110
daangn/stackflow,@stackflow/core@1.2.0,@stackflow/core@1.2.0,2025-02-14T02:06:54.000Z,2025-02-14,02:06:54,github-actions[bot],false,2025,2,1,February,7,5,Friday,11,work_morning,false,Q1_Winter,semantic,stable,false,false,false,20133
daangn/stackflow,@stackflow/react@1.5.0,@stackflow/react@1.5.0,2025-02-14T02:06:57.000Z,2025-02-14,02:06:57,github-actions[bot],false,2025,2,1,February,7,5,Friday,11,work_morning,false,Q1_Winter,semantic,stable,false,false,false,20133
daangn/stackflow,@stackflow/plugin-basic-ui@1.12.0,@stackflow/plugin-basic-ui@1.12.0,2025-02-14T02:07:00.000Z,2025-02-14,02:07:00,github-actions[bot],false,2025,2,1,February,7,5,Friday,11,work_morning,false,Q1_Winter,semantic,stable,false,false,false,20133
daangn/stackflow,@stackflow/react@1.5.1,@stackflow/react@1.5.1,2025-02-24T11:45:06.000Z,2025-02-24,11:45:06,github-actions[bot],false,2025,2,1,February,9,1,Monday,20,evening,false,Q1_Winter,semantic,stable,false,true,false,20143
daangn/stackflow,@stackflow/plugin-basic-ui@1.13.0,@stackflow/plugin-basic-ui@1.13.0,2025-03-14T06:58:32.000Z,2025-03-14,06:58:32,github-actions[bot],false,2025,3,1,March,11,5,Friday,15,work_afternoon,false,Q1_Spring,semantic,stable,false,false,false,20161
daangn/stackflow,@stackflow/react-ui-core@1.2.2,@stackflow/react-ui-core@1.2.2,2025-03-14T06:58:35.000Z,2025-03-14,06:58:35,github-actions[bot],false,2025,3,1,March,11,5,Friday,15,work_afternoon,false,Q1_Spring,semantic,stable,false,true,false,20161
daangn/stackflow,@stackflow/plugin-basic-ui@1.13.1,@stackflow/plugin-basic-ui@1.13.1,2025-03-27T06:55:22.000Z,2025-03-27,06:55:22,github-actions[bot],false,2025,3,1,March,13,4,Thursday,15,work_afternoon,false,Q1_Spring,semantic,stable,false,true,false,20174
daangn/stackflow,@stackflow/react-ui-core@1.2.3,@stackflow/react-ui-core@1.2.3,2025-03-27T06:55:24.000Z,2025-03-27,06:55:24,github-actions[bot],false,2025,3,1,March,13,4,Thursday,15,work_afternoon,false,Q1_Spring,semantic,stable,false,true,false,20174
daangn/stackflow,@stackflow/plugin-basic-ui@1.14.0,@stackflow/plugin-basic-ui@1.14.0,2025-04-09T10:08:19.000Z,2025-04-09,10:08:19,github-actions[bot],false,2025,4,2,April,15,3,Wednesday,19,evening,false,Q2_Spring,semantic,stable,false,false,false,20187
daangn/stackflow,@stackflow/react-ui-core@1.3.0,@stackflow/react-ui-core@1.3.0,2025-04-09T10:08:22.000Z,2025-04-09,10:08:22,github-actions[bot],false,2025,4,2,April,15,3,Wednesday,19,evening,false,Q2_Spring,semantic,stable,false,false,false,20187
daangn/stackflow,@stackflow/react@1.5.2,@stackflow/react@1.5.2,2025-05-12T07:52:17.000Z,2025-05-12,07:52:17,github-actions[bot],false,2025,5,2,May,20,1,Monday,16,work_afternoon,false,Q2_Spring,semantic,stable,false,true,false,20220
daangn/stackflow,@stackflow/plugin-basic-ui@1.14.1,@stackflow/plugin-basic-ui@1.14.1,2025-05-15T09:07:59.000Z,2025-05-15,09:07:59,github-actions[bot],false,2025,5,2,May,20,4,Thursday,18,evening,false,Q2_Spring,semantic,stable,false,true,false,20223
daangn/stackflow,@stackflow/react-ui-core@1.3.1,@stackflow/react-ui-core@1.3.1,2025-05-15T09:08:02.000Z,2025-05-15,09:08:02,github-actions[bot],false,2025,5,2,May,20,4,Thursday,18,evening,false,Q2_Spring,semantic,stable,false,true,false,20223
daangn/stackflow,@stackflow/plugin-basic-ui@1.14.2,@stackflow/plugin-basic-ui@1.14.2,2025-05-29T08:08:56.000Z,2025-05-29,08:08:56,github-actions[bot],false,2025,5,2,May,22,4,Thursday,17,work_afternoon,false,Q2_Spring,semantic,stable,false,true,false,20237
daangn/stackflow,@stackflow/react-ui-core@1.3.2,@stackflow/react-ui-core@1.3.2,2025-05-29T08:08:59.000Z,2025-05-29,08:08:59,github-actions[bot],false,2025,5,2,May,22,4,Thursday,17,work_afternoon,false,Q2_Spring,semantic,stable,false,true,false,20237
daangn/seed-design,@karrotmarket/styled-components-theme@0.2.0,@karrotmarket/styled-components-theme@0.2.0,2021-10-15T11:46:42.000Z,2021-10-15,11:46:42,github-actions[bot],false,2021,10,4,October,41,5,Friday,20,evening,false,Q4_Fall,semantic,stable,false,false,false,18915
daangn/seed-design,@karrotmarket/react-theming@0.2.0,@karrotmarket/react-theming@0.2.0,2021-10-15T11:46:42.000Z,2021-10-15,11:46:42,github-actions[bot],false,2021,10,4,October,41,5,Friday,20,evening,false,Q4_Fall,semantic,stable,false,false,false,18915
daangn/seed-design,@karrotmarket/react-emotion-theme@0.4.0,@karrotmarket/react-emotion-theme@0.4.0,2021-10-15T11:46:42.000Z,2021-10-15,11:46:42,github-actions[bot],false,2021,10,4,October,41,5,Friday,20,evening,false,Q4_Fall,semantic,stable,false,false,false,18915
daangn/seed-design,@karrotmarket/design-token@0.2.0,@karrotmarket/design-token@0.2.0,2021-10-15T11:46:42.000Z,2021-10-15,11:46:42,github-actions[bot],false,2021,10,4,October,41,5,Friday,20,evening,false,Q4_Fall,semantic,stable,false,false,false,18915
daangn/seed-design,@karrotmarket/design-token@1.1.2,@karrotmarket/design-token@1.1.2,2022-03-10T03:08:12.000Z,2022-03-10,03:08:12,github-actions[bot],false,2022,3,1,March,10,4,Thursday,12,lunch_time,false,Q1_Spring,semantic,stable,false,true,false,19061
daangn/seed-design,@seed-design/stylesheet@1.0.1,@seed-design/stylesheet@1.0.1,2022-10-07T02:07:26.000Z,2022-10-07,02:07:26,github-actions[bot],false,2022,10,4,October,40,5,Friday,11,work_morning,false,Q4_Fall,semantic,stable,false,true,false,19272
daangn/seed-design,@seed-design/react-theming@2.0.0,@seed-design/react-theming@2.0.0,2022-11-18T07:58:05.000Z,2022-11-18,07:58:05,github-actions[bot],false,2022,11,4,November,46,5,Friday,16,work_afternoon,false,Q4_Fall,semantic,stable,true,false,false,19314
daangn/seed-design,@seed-design/react-theming@2.0.1,@seed-design/react-theming@2.0.1,2022-11-18T09:36:23.000Z,2022-11-18,09:36:23,github-actions[bot],false,2022,11,4,November,46,5,Friday,18,evening,false,Q4_Fall,semantic,stable,false,true,false,19314
daangn/seed-design,gatsby-plugin-seed-design@0.0.2,gatsby-plugin-seed-design@0.0.2,2022-11-24T06:33:05.000Z,2022-11-24,06:33:05,github-actions[bot],false,2022,11,4,November,47,4,Thursday,15,work_afternoon,false,Q4_Fall,semantic,stable,false,true,false,19320
daangn/seed-design,@seed-design/react-theming@2.0.2,@seed-design/react-theming@2.0.2,2022-11-24T06:33:05.000Z,2022-11-24,06:33:05,github-actions[bot],false,2022,11,4,November,47,4,Thursday,15,work_afternoon,false,Q4_Fall,semantic,stable,false,true,false,19320
daangn/seed-design,gatsby-plugin-seed-design@0.0.3,gatsby-plugin-seed-design@0.0.3,2022-11-24T09:10:45.000Z,2022-11-24,09:10:45,github-actions[bot],false,2022,11,4,November,47,4,Thursday,18,evening,false,Q4_Fall,semantic,stable,false,true,false,19320
daangn/seed-design,@seed-design/react-theming@2.0.3,@seed-design/react-theming@2.0.3,2022-11-24T09:10:45.000Z,2022-11-24,09:10:45,github-actions[bot],false,2022,11,4,November,47,4,Thursday,18,evening,false,Q4_Fall,semantic,stable,false,true,false,19320
daangn/seed-design,gatsby-plugin-seed-design@0.0.4,gatsby-plugin-seed-design@0.0.4,2022-11-25T05:33:23.000Z,2022-11-25,05:33:23,github-actions[bot],false,2022,11,4,November,47,5,Friday,14,work_afternoon,false,Q4_Fall,semantic,stable,false,true,false,19321
daangn/seed-design,@seed-design/react-theming@2.0.4,@seed-design/react-theming@2.0.4,2022-11-25T05:33:23.000Z,2022-11-25,05:33:23,github-actions[bot],false,2022,11,4,November,47,5,Friday,14,work_afternoon,false,Q4_Fall,semantic,stable,false,true,false,19321
daangn/seed-design,gatsby-plugin-seed-design@0.2.0,gatsby-plugin-seed-design@0.2.0,2022-11-25T08:36:23.000Z,2022-11-25,08:36:23,github-actions[bot],false,2022,11,4,November,47,5,Friday,17,work_afternoon,false,Q4_Fall,semantic,stable,false,false,false,19321
daangn/seed-design,@seed-design/react-theming@2.1.0,@seed-design/react-theming@2.1.0,2022-11-25T08:36:23.000Z,2022-11-25,08:36:23,github-actions[bot],false,2022,11,4,November,47,5,Friday,17,work_afternoon,false,Q4_Fall,semantic,stable,false,false,false,19321
daangn/seed-design,gatsby-plugin-seed-design@0.2.1,gatsby-plugin-seed-design@0.2.1,2022-11-29T07:35:55.000Z,2022-11-29,07:35:55,github-actions[bot],false,2022,11,4,November,48,2,Tuesday,16,work_afternoon,false,Q4_Fall,semantic,stable,false,true,false,19325
daangn/seed-design,@seed-design/react-theming@2.1.1,@seed-design/react-theming@2.1.1,2022-11-29T07:35:55.000Z,2022-11-29,07:35:55,github-actions[bot],false,2022,11,4,November,48,2,Tuesday,16,work_afternoon,false,Q4_Fall,semantic,stable,false,true,false,19325
daangn/seed-design,gatsby-plugin-seed-design@0.2.2,gatsby-plugin-seed-design@0.2.2,2022-12-08T08:58:25.000Z,2022-12-08,08:58:25,github-actions[bot],false,2022,12,4,December,49,4,Thursday,17,work_afternoon,false,Q4_Winter,semantic,stable,false,true,false,19334
daangn/seed-design,@seed-design/react-theming@2.1.2,@seed-design/react-theming@2.1.2,2022-12-08T08:58:25.000Z,2022-12-08,08:58:25,github-actions[bot],false,2022,12,4,December,49,4,Thursday,17,work_afternoon,false,Q4_Winter,semantic,stable,false,true,false,19334
daangn/seed-design,gatsby-plugin-seed-design@0.2.3,gatsby-plugin-seed-design@0.2.3,2022-12-08T09:58:03.000Z,2022-12-08,09:58:03,github-actions[bot],false,2022,12,4,December,49,4,Thursday,18,evening,false,Q4_Winter,semantic,stable,false,true,false,19334
daangn/seed-design,gatsby-plugin-seed-design@0.2.4,gatsby-plugin-seed-design@0.2.4,2022-12-09T07:10:39.000Z,2022-12-09,07:10:39,github-actions[bot],false,2022,12,4,December,49,5,Friday,16,work_afternoon,false,Q4_Winter,semantic,stable,false,true,false,19335
daangn/seed-design,@seed-design/stylesheet@1.0.2,@seed-design/stylesheet@1.0.2,2022-12-09T07:10:39.000Z,2022-12-09,07:10:39,github-actions[bot],false,2022,12,4,December,49,5,Friday,16,work_afternoon,false,Q4_Winter,semantic,stable,false,true,false,19335
daangn/seed-design,gatsby-plugin-seed-design@0.2.5,gatsby-plugin-seed-design@0.2.5,2023-01-18T05:12:49.000Z,2023-01-18,05:12:49,github-actions[bot],false,2023,1,1,January,3,3,Wednesday,14,work_afternoon,false,Q1_Winter,semantic,stable,false,true,false,19375
daangn/seed-design,@seed-design/stylesheet@1.0.3,@seed-design/stylesheet@1.0.3,2023-01-18T05:12:49.000Z,2023-01-18,05:12:49,github-actions[bot],false,2023,1,1,January,3,3,Wednesday,14,work_afternoon,false,Q1_Winter,semantic,stable,false,true,false,19375
daangn/seed-design,@seed-design/icon@0.0.1,@seed-design/icon@0.0.1,2023-02-08T15:05:14.000Z,2023-02-08,15:05:14,github-actions[bot],false,2023,2,1,February,6,4,Thursday,0,early_morning,false,Q1_Winter,semantic,stable,false,true,false,19396
daangn/seed-design,@seed-design/icon@0.0.2,@seed-design/icon@0.0.2,2023-02-09T01:56:25.000Z,2023-02-09,01:56:25,github-actions[bot],false,2023,2,1,February,6,4,Thursday,10,work_morning,false,Q1_Winter,semantic,stable,false,true,false,19397
daangn/seed-design,@seed-design/icon@0.0.3,@seed-design/icon@0.0.3,2023-02-09T03:50:51.000Z,2023-02-09,03:50:51,github-actions[bot],false,2023,2,1,February,6,4,Thursday,12,lunch_time,false,Q1_Winter,semantic,stable,false,true,false,19397
daangn/seed-design,@seed-design/icon@0.0.4,@seed-design/icon@0.0.4,2023-02-09T04:15:50.000Z,2023-02-09,04:15:50,github-actions[bot],false,2023,2,1,February,6,4,Thursday,13,lunch_time,false,Q1_Winter,semantic,stable,false,true,false,19397
daangn/seed-design,@seed-design/icon@0.0.5,@seed-design/icon@0.0.5,2023-02-09T05:05:18.000Z,2023-02-09,05:05:18,github-actions[bot],false,2023,2,1,February,6,4,Thursday,14,work_afternoon,false,Q1_Winter,semantic,stable,false,true,false,19397
daangn/seed-design,@seed-design/icon@0.0.6,@seed-design/icon@0.0.6,2023-02-09T05:16:48.000Z,2023-02-09,05:16:48,github-actions[bot],false,2023,2,1,February,6,4,Thursday,14,work_afternoon,false,Q1_Winter,semantic,stable,false,true,false,19397
daangn/seed-design,@seed-design/icon@0.0.7,@seed-design/icon@0.0.7,2023-02-13T05:31:33.000Z,2023-02-13,05:31:33,github-actions[bot],false,2023,2,1,February,7,1,Monday,14,work_afternoon,false,Q1_Winter,semantic,stable,false,true,false,19401
daangn/seed-design,@seed-design/icon@0.0.8,@seed-design/icon@0.0.8,2023-02-13T09:26:05.000Z,2023-02-13,09:26:05,github-actions[bot],false,2023,2,1,February,7,1,Monday,18,evening,false,Q1_Winter,semantic,stable,false,true,false,19401
daangn/seed-design,@seed-design/icon@0.1.0,@seed-design/icon@0.1.0,2023-02-14T12:27:10.000Z,2023-02-14,12:27:10,github-actions[bot],false,2023,2,1,February,7,2,Tuesday,21,night,false,Q1_Winter,semantic,stable,false,false,false,19402
daangn/seed-design,@seed-design/icon@0.1.1,@seed-design/icon@0.1.1,2023-02-17T08:26:01.000Z,2023-02-17,08:26:01,github-actions[bot],false,2023,2,1,February,7,5,Friday,17,work_afternoon,false,Q1_Winter,semantic,stable,false,true,false,19405
